Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho #654: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-46.919616,-70.126328,20/11/2002
Hecho #655: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-26.005442,-66.286071,24/08/2013
Hecho #656: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-43.166932,-67.638002,08/08/2015
Hecho #657: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",NEVADA,-25.986281,-59.042637,10/01/2015
Hecho #658: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",SISMO,-44.835916,-57.813416,27/07/2020
Hecho #659: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-34.929111,-63.879946,24/01/2010
Hecho #660: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-41.504038,-63.439412,24/10/2020
Hecho #661: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-45.655948,-70.359362,25/03/2023
Hecho #662: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-24.857043,-58.963438,09/05/2002
Hecho #663: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",SISMO,-48.621815,-53.153647,26/07/2011
Hecho #664: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",VIENTO,-52.116406,-57.441563,13/10/2005
Hecho #665: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-43.374484,-68.537754,26/11/2016
Hecho #666: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-30.600269,-60.537545,20/08/2010
Hecho #667: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA ELECTRICA,-27.547325,-67.100864,02/04/2007
Hecho #668: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-21.042725,-72.396469,24/06/2006
Hecho #669: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-44.923690,-69.403543,18/02/2009
Hecho #670: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-41.129974,-70.948129,21/10/2002
Hecho #671: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-50.348077,-69.081349,10/09/2002
Hecho #672: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",GRANIZO,-35.454354,-57.087912,10/03/2016
Hecho #673: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-21.082279,-67.143357,10/04/2024
Hecho #674: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-31.170046,-57.859201,24/01/2013
Hecho #675: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",VIENTO,-34.762763,-54.022749,17/11/2023
Hecho #676: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-41.659451,-61.514538,28/12/2003
Hecho #677: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SISMO,-23.879842,-63.291821,22/01/2025
Hecho #678: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-38.104836,-57.997456,05/02/2015
Hecho #679: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-50.431525,-71.058197,24/02/2019
Hecho #680: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-42.577132,-64.435758,06/08/2001
Hecho #681: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",NEVADA,-52.716333,-63.023508,22/07/2015
Hecho #682: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-48.132713,-56.378974,11/11/2009
Hecho #683: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-54.399261,-56.715647,19/02/2023
Hecho #684: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",VIENTO,-39.588483,-56.034693,28/05/2020
Hecho #685: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-33.425631,-59.042541,03/04/2022
Hecho #686: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-43.328056,-62.388884,01/12/2022
Hecho #687: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-40.707020,-56.442414,22/07/2018
Hecho #688: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-22.386885,-55.534352,25/04/2006
Hecho #689: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-29.433254,-63.390308,14/04/2007
Hecho #690: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-36.610874,-53.286762,17/02/2022
Hecho #691: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",VIENTO,-45.325610,-55.503638,28/06/2015
Hecho #692: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-24.502109,-62.790607,17/12/2022
Hecho #693: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-47.006698,-71.614248,21/06/2020
Hecho #694: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-43.938347,-68.510159,17/08/2015
Hecho #695: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-24.091796,-57.472028,04/12/2003
Hecho #696: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-36.995570,-70.776915,16/04/2025
Hecho #697: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-29.761190,-63.603999,04/04/2006
Hecho #698: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-34.914677,-60.902956,04/05/2006
Hecho #699: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-32.783067,-55.433063,05/10/2003
Hecho #700: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",GRANIZO,-44.820968,-56.057723,10/10/2001
Hecho #701: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",NEVADA,-46.793350,-57.714442,28/08/2009
Hecho #702: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-44.035260,-64.846115,19/09/2021
Hecho #703: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-49.714987,-70.155015,17/04/2022
Hecho #704: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",SISMO,-25.273312,-59.607014,22/08/2012
Hecho #705: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-45.369604,-69.374228,07/02/2008
Hecho #706: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",SISMO,-35.909361,-61.773710,02/12/2008
Hecho #707: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-28.072870,-53.386436,30/08/2023
Hecho #708: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-28.349980,-61.993804,03/06/2001
Hecho #709: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",TORMENTA,-40.094867,-60.088863,24/06/2001
Hecho #710: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",VIENTO,-38.807252,-59.448491,30/08/2001
